,name,image_url,description,website,linkedin,crunchbase_url,headquarters_location
251,Deloka,https://images.crunchbase.com/image/upload/t_cb-default-original/z1hhfplymrysz5qf9apk,Deloka specializes in powder coating and sandblasting services for a variety of metals.,https://deloka.com,https://www.linkedin.com/company/deloka-llc,https://www.crunchbase.com/organization/deloka,"Lyons, New York, United States, North America"
252,Party Palace Events,https://images.crunchbase.com/image/upload/t_cb-default-original/bdoi4x6vwmdsev4pzaay,"Party Palace Events Studio offers fresh flower bouquets, arrangements, and gifts for all occasions and events.",https://www.thepartypalaceevents.com,http://www.linkedin.com/company/august-aichhorn-ctr,https://www.crunchbase.com/organization/party-palace-events,"Brooklyn, New York, United States, North America"
253,Plan With Phil,https://images.crunchbase.com/image/upload/t_cb-default-original/tbcri9wpmqnjumkp1m3x,"Plan With Phil offers life insurance, retirement, education, and disability insurance services.",https://www.planwithphil.com,https://www.linkedin.com/company/planwithphil/,https://www.crunchbase.com/organization/plan-with-phil,"New York, New York, United States, North America"
254,Ambermac Media,https://images.crunchbase.com/image/upload/t_cb-default-original/mosmsgeaovqsrjdi9xhk,"Ambermac Media Inc. specializes in digital communications, content development, and award-winning podcast production.",https://www.ambermac.com,https://www.linkedin.com/company/ambermacmedia,https://www.crunchbase.com/organization/ambermac-media,"Flushing, New York, United States, North America"
255,"PR City, Company",https://images.crunchbase.com/image/upload/t_cb-default-original/vhiqytsslotjoggk2rjp,"PR City Co. offers public relations services with a focus on community engagement, social reform, and youth projects.",https://www.prcitycompany.com,https://www.linkedin.com/company/prcitycompany,https://www.crunchbase.com/organization/pr-city-co,"Nyack, New York, United States, North America"
256,Waye,https://images.crunchbase.com/image/upload/t_cb-default-original/hnytbmgwj3smil6vibgl,Waye is an educational platform that specializes in consulting and advisory services.,http://www.wayetalks.com,https://www.linkedin.com/company/waye-talks,https://www.crunchbase.com/organization/waye,"New York, New York, United States, North America"
257,Congdon & Company,https://images.crunchbase.com/image/upload/t_cb-default-original/ycemlitqmux1j6cqdsu9,"Congdon & Co., Inc. offers real estate valuation, advisory services, and appraisals for residential, land, oil, gas, and minerals.",https://www.congdoncoinc.com,,https://www.crunchbase.com/organization/congdon-company,"Endicott, New York, United States, North America"
258,WhyWhisper Collective,https://images.crunchbase.com/image/upload/t_cb-default-original/c90g2ezf6vjaypkxrlpy,"WhyWhisper is a consultancy focusing on marketing and strategy for social impact, serving nonprofits and social enterprises.",https://www.whywhisper.co,https://www.linkedin.com/company/whywhisper-collective,https://www.crunchbase.com/organization/whywhisper-collective,"New York, New York, United States, North America"
259,MPC Properties,https://images.crunchbase.com/image/upload/t_cb-default-original/yyhb2qcj2c4x81g1gusz,MPC Properties is a real estate agency that specializes in the buying and selling of residential properties.,https://mpcproperties.com,,https://www.crunchbase.com/organization/mpc-properties,"New York, New York, United States, North America"
260,Rate Retriever,https://images.crunchbase.com/image/upload/t_cb-default-original/mss9g2d9azzw8tfolbeh,Insurance comparison tool,https://rateretriever.com/,https://www.linkedin.com/company/rateretriever/,https://www.crunchbase.com/organization/rate-retriever,"Rochester, New York, United States, North America"
261,Global Consumer Finance Advisory,,"Global Consumer Finance Advisory, LLC offers advisory services in financial markets, specializing in credit card and consumer finance.",https://leighallennyc.com,http://www.linkedin.com/company/global-consumer-finance-advisory-llc,https://www.crunchbase.com/organization/global-consumer-finance-advisory,"Port Chester, New York, United States, North America"
262,TCP Petcoke Corporation,https://images.crunchbase.com/image/upload/t_cb-default-original/r5a7cibigzd3uphveyyz,TCP Petcoke Corporation is a marketer and supplier of petroleum coke.,http://tcpco.com,https://www.linkedin.com/company/tcp-petcoke-corporation,https://www.crunchbase.com/organization/tcp-petcoke-corporation,"New York, New York, United States, North America"
263,Mainentrance Artists,https://images.crunchbase.com/image/upload/t_cb-default-original/ymvnia3o4roxdngyfw2c,Mainentrance Artists offers creative consulting and education for beauty industry professionals.,https://www.mainentranceartists.com,,https://www.crunchbase.com/organization/mainentrance-artists,"New York, New York, United States, North America"
264,Plus 1 Bookkeeping,https://images.crunchbase.com/image/upload/t_cb-default-original/reji26p5rwqr2anap25w,Plus 1 Bookkeeping offers bookkeeping services and educational resources for efficient financial management.,https://www.plus1bookkeeping.com,,https://www.crunchbase.com/organization/plus-1-bookkeeping,"Bedford Hills, New York, United States, North America"
265,Roverce Digital Marketing Agency,,"Roverce LLC specializes in advertising services, focusing on innovative campaigns for brand visibility and engagement.",https://www.roverce.com,,https://www.crunchbase.com/organization/roverce-digital-marketing-agency,"New York, New York, United States, North America"
266,Dendog Strategy Insights,https://images.crunchbase.com/image/upload/t_cb-default-original/uilsl6vyekyhj0jpluut,"Dendog Strategy Insights LLC offers strategic planning, business development, and tech sourcing services.",https://www.dendogstrategy.com,https://www.linkedin.com/company/dendog-strategy-insights-llc/,https://www.crunchbase.com/organization/dendog-strategy-insights,"Smithtown, New York, United States, North America"
267,Honour Way,https://images.crunchbase.com/image/upload/t_cb-default-original/lpr78ihakzfpn7gaulj2,"Honour May is a marketing agency offering social media management, marketing, photography, and video production services.",https://honourway.com,https://www.linkedin.com/company/honour-way,https://www.crunchbase.com/organization/honour-way,"Berkshire, New York, United States, North America"
268,Flushing Kent Realty Management,https://images.crunchbase.com/image/upload/t_cb-default-original/ghjfdbh0ojgmbef4hqmm,Flushing Kent Realty Management offers property management and real estate brokerage in New York.,https://www.flushingkentrealty.com,https://www.linkedin.com/company/flushing-kent-realty-management-llc/,https://www.crunchbase.com/organization/flushing-kent-realty-management,"Flushing, New York, United States, North America"
269,ORIANA International,https://images.crunchbase.com/image/upload/t_cb-default-original/aetg9pudny3qb4ctzolw,"Oriana helps organizations automate complex processes, connect disparate systems, and modernize legacy software.",http://orianasoftware.com/,https://www.linkedin.com/company/oriana-ltd/,https://www.crunchbase.com/organization/oriana-international-zrt,"Budapest, Budapest, Hungary, Europe"
270,Georgia Vascular Society,https://images.crunchbase.com/image/upload/t_cb-default-original/emvmmi2kktjjbhq8xxkq,Georgia Vascular Society focuses on advancing vascular disease management through professional collaboration and education.,https://georgiavascularsociety.org/,,https://www.crunchbase.com/organization/georgia-vascular-society,"Vestal, New York, United States, North America"
271,8th Base,https://images.crunchbase.com/image/upload/t_cb-default-original/fbvgpphp4mx4px2mg8jz,8th Base is a web development firm that offers mobile app development services.,https://www.8thbase.com,https://www.linkedin.com/company/8th-base/,https://www.crunchbase.com/organization/8th-base,"Brooklyn, New York, United States, North America"
272,GoSearch,https://images.crunchbase.com/image/upload/t_cb-default-original/oc1hwnct0nchqdecsvqa,"PPCMarketing offers digital marketing services including PPC management, display advertising, and web development.",https://www.ppcmarketingtrades.com,,https://www.crunchbase.com/organization/gosearch,"New York, New York, United States, North America"
273,Estia Business Group,,"Estia Business Group offers financial services like financing, fundraising, and advisory for global companies.",https://estiabusinessgroup.com,,https://www.crunchbase.com/organization/estia-business-group,"New York, New York, United States, North America"
274,Galaxy Army Navy,https://images.crunchbase.com/image/upload/t_cb-default-original/hzrtfswwd6camoj2tjz7,Galaxy Army Navy sells military surplus and work clothing.,https://www.galaxyarmynavy.com,https://www.linkedin.com/company/galaxy-army-navy-store/,https://www.crunchbase.com/organization/galaxy-army-navy,"Brooklyn, New York, United States, North America"
275,Two Shes Productions,https://images.crunchbase.com/image/upload/t_cb-default-original/ulk2qnsbqglnu0ekdruh,"Two Shes Productions specializes in content creation and production for TV, film, and digital media.",https://two-shes.com,https://www.linkedin.com/company/two-shes,https://www.crunchbase.com/organization/two-shes-productions,"New York, New York, United States, North America"
276,X8 Digital,https://images.crunchbase.com/image/upload/t_cb-default-original/j2ytyczgjydkjwbtozv5,"X8 Digital creates digital products for web and mobile platforms for non-profits, schools, churches, and small businesses.",https://x8.digital,https://www.linkedin.com/company/x8-digital,https://www.crunchbase.com/organization/x8-digital,"New York, New York, United States, North America"
277,Capital District Regional Planning Commission,https://images.crunchbase.com/image/upload/t_cb-default-original/t8r5wz0afwlpfgzcafiz,Capital District Regional Planning Commission is a government organization that offers regional planning and economic development services.,https://cdrpc.org,https://www.linkedin.com/company/cdrpc,https://www.crunchbase.com/organization/capital-district-regional-planning-commission,"Albany, New York, United States, North America"
278,Imperial Technology Partners,https://images.crunchbase.com/image/upload/t_cb-default-original/fznp23eafijnmwm4b0ea,"Imperial Technology Partners specializes in software, business intelligence, and website design services.",https://ITPTek.com,https://www.linkedin.com/company/imperial-technology-partners,https://www.crunchbase.com/organization/imperial-technology-partners,"Brooklyn, New York, United States, North America"
